Province,Prefecture,County,Date(ignore),Month,Amt
he-nan,he-bi,he-bi,20150401,3,0.8
he-nan,he-bi,he-bi,20150501,4,66.6
he-nan,he-bi,he-bi,20150601,5,37.8
he-nan,he-bi,he-bi,20150701,6,61.2
he-nan,he-bi,he-bi,20150801,7,108.9
he-nan,he-bi,he-bi,20150901,8,92.4
he-nan,he-bi,he-bi,20151001,9,20.2
he-nan,he-bi,he-bi,20151101,10,8.1
he-nan,he-bi,he-bi,20151201,11,73
he-nan,he-bi,he-bi,20151231,12,0.3
zhe-jiang,li-shui,li-shui,20150201,1,20.3
zhe-jiang,li-shui,li-shui,20150301,2,86.6
zhe-jiang,li-shui,li-shui,20150401,3,82.6
zhe-jiang,li-shui,li-shui,20150501,4,55.9
zhe-jiang,li-shui,li-shui,20150601,5,242.2
zhe-jiang,li-shui,li-shui,20150701,6,205.7
zhe-jiang,li-shui,li-shui,20150801,7,187.9
zhe-jiang,li-shui,li-shui,20150901,8,189.2
zhe-jiang,li-shui,li-shui,20151001,9,126.2
zhe-jiang,li-shui,li-shui,20151101,10,84.3
zhe-jiang,li-shui,li-shui,20151201,11,145.9
zhe-jiang,li-shui,li-shui,20151231,12,155.5
zhe-jiang,li-shui,yun-he,20150201,1,32.6
zhe-jiang,li-shui,yun-he,20150301,2,89.1
zhe-jiang,li-shui,yun-he,20150401,3,105
zhe-jiang,li-shui,yun-he,20150501,4,46.3
zhe-jiang,li-shui,yun-he,20150601,5,261.9
zhe-jiang,li-shui,yun-he,20150701,6,234.2
zhe-jiang,li-shui,yun-he,20150801,7,239.9
zhe-jiang,li-shui,yun-he,20150901,8,238.2
zhe-jiang,li-shui,yun-he,20151001,9,217.7
zhe-jiang,li-shui,yun-he,20151101,10,113.8
zhe-jiang,li-shui,yun-he,20151201,11,140.6
zhe-jiang,li-shui,yun-he,20151231,12,154.9
zhe-jiang,li-shui,qing-yuan,20150201,1,35.8
zhe-jiang,li-shui,qing-yuan,20150301,2,88.7
zhe-jiang,li-shui,qing-yuan,20150401,3,202.3
zhe-jiang,li-shui,qing-yuan,20150501,4,107.1
zhe-jiang,li-shui,qing-yuan,20150601,5,264.8
zhe-jiang,li-shui,qing-yuan,20150701,6,160.7
zhe-jiang,li-shui,qing-yuan,20150801,7,265.1
zhe-jiang,li-shui,qing-yuan,20150901,8,175.4
zhe-jiang,li-shui,qing-yuan,20151001,9,171
zhe-jiang,li-shui,qing-yuan,20151101,10,89.5
zhe-jiang,li-shui,qing-yuan,20151201,11,174.2
zhe-jiang,li-shui,qing-yuan,20151231,12,176.9
zhe-jiang,li-shui,jing-ning,20150201,1,32.6
zhe-jiang,li-shui,jing-ning,20150301,2,89.1
zhe-jiang,li-shui,jing-ning,20150401,3,105
zhe-jiang,li-shui,jing-ning,20150501,4,46.3
zhe-jiang,li-shui,jing-ning,20150601,5,261.9
zhe-jiang,li-shui,jing-ning,20150701,6,234.2
zhe-jiang,li-shui,jing-ning,20150801,7,239.9
zhe-jiang,li-shui,jing-ning,20150901,8,238.2
zhe-jiang,li-shui,jing-ning,20151001,9,217.7
zhe-jiang,li-shui,jing-ning,20151101,10,113.8
zhe-jiang,li-shui,jing-ning,20151201,11,140.6
zhe-jiang,li-shui,jing-ning,20151231,12,154.9
zhe-jiang,li-shui,song-yang,20150201,1,32.6
zhe-jiang,li-shui,song-yang,20150301,2,89.1
zhe-jiang,li-shui,song-yang,20150401,3,105
zhe-jiang,li-shui,song-yang,20150501,4,46.3
zhe-jiang,li-shui,song-yang,20150601,5,261.9
zhe-jiang,li-shui,song-yang,20150701,6,234.2
zhe-jiang,li-shui,song-yang,20150801,7,239.9
zhe-jiang,li-shui,song-yang,20150901,8,238.2
zhe-jiang,li-shui,song-yang,20151001,9,217.7
zhe-jiang,li-shui,song-yang,20151101,10,113.8
zhe-jiang,li-shui,song-yang,20151201,11,140.6
zhe-jiang,li-shui,song-yang,20151231,12,154.9
zhe-jiang,li-shui,jin-yun,20150201,1,33.4
zhe-jiang,li-shui,jin-yun,20150301,2,81.8
zhe-jiang,li-shui,jin-yun,20150401,3,87.1
zhe-jiang,li-shui,jin-yun,20150501,4,76.7
zhe-jiang,li-shui,jin-yun,20150601,5,300.3
zhe-jiang,li-shui,jin-yun,20150701,6,222.8
zhe-jiang,li-shui,jin-yun,20150801,7,386.9
zhe-jiang,li-shui,jin-yun,20150901,8,277.7
zhe-jiang,li-shui,jin-yun,20151001,9,170.8
zhe-jiang,li-shui,jin-yun,20151101,10,114.1
zhe-jiang,li-shui,jin-yun,20151201,11,150.4
zhe-jiang,li-shui,jin-yun,20151231,12,161.1
zhe-jiang,li-shui,sui-chang,20150201,1,34.3
zhe-jiang,li-shui,sui-chang,20150301,2,74.5
zhe-jiang,li-shui,sui-chang,20150401,3,106.3
zhe-jiang,li-shui,sui-chang,20150501,4,85.2
zhe-jiang,li-shui,sui-chang,20150601,5,212.8
zhe-jiang,li-shui,sui-chang,20150701,6,351.3
zhe-jiang,li-shui,sui-chang,20150801,7,241.7
zhe-jiang,li-shui,sui-chang,20150901,8,205.5
zhe-jiang,li-shui,sui-chang,20151001,9,177.3
zhe-jiang,li-shui,sui-chang,20151101,10,138.7
zhe-jiang,li-shui,sui-chang,20151201,11,159.2
zhe-jiang,li-shui,sui-chang,20151231,12,134.8
zhe-jiang,li-shui,qing-tian,20150201,1,44.5
zhe-jiang,li-shui,qing-tian,20150301,2,56
zhe-jiang,li-shui,qing-tian,20150401,3,95
zhe-jiang,li-shui,qing-tian,20150501,4,77.7
zhe-jiang,li-shui,qing-tian,20150601,5,191.9
zhe-jiang,li-shui,qing-tian,20150701,6,163.5
zhe-jiang,li-shui,qing-tian,20150801,7,225
zhe-jiang,li-shui,qing-tian,20150901,8,339.1
zhe-jiang,li-shui,qing-tian,20151001,9,243.2
zhe-jiang,li-shui,qing-tian,20151101,10,51.7
zhe-jiang,li-shui,qing-tian,20151201,11,133.8
zhe-jiang,li-shui,qing-tian,20151231,12,157.7
zhe-jiang,li-shui,long-quan,20150201,1,27.8
zhe-jiang,li-shui,long-quan,20150301,2,111.6
zhe-jiang,li-shui,long-quan,20150401,3,142.7
zhe-jiang,li-shui,long-quan,20150501,4,59.9
zhe-jiang,li-shui,long-quan,20150601,5,329.9
zhe-jiang,li-shui,long-quan,20150701,6,304.4
zhe-jiang,li-shui,long-quan,20150801,7,167.5
zhe-jiang,li-shui,long-quan,20150901,8,198.1
zhe-jiang,li-shui,long-quan,20151001,9,98.6
zhe-jiang,li-shui,long-quan,20151101,10,94.4
zhe-jiang,li-shui,long-quan,20151201,11,156.9
zhe-jiang,li-shui,long-quan,20151231,12,180.7
zhe-jiang,tai-zhou,san-men,20150201,1,49.1
zhe-jiang,tai-zhou,san-men,20150301,2,75.5
zhe-jiang,tai-zhou,san-men,20150401,3,83
zhe-jiang,tai-zhou,san-men,20150501,4,58.7
zhe-jiang,tai-zhou,san-men,20150601,5,155.2
zhe-jiang,tai-zhou,san-men,20150701,6,170.6
zhe-jiang,tai-zhou,san-men,20150801,7,296.6
zhe-jiang,tai-zhou,san-men,20150901,8,381.7
zhe-jiang,tai-zhou,san-men,20151001,9,316.2
zhe-jiang,tai-zhou,san-men,20151101,10,54.6
zhe-jiang,tai-zhou,san-men,20151201,11,244.1
zhe-jiang,tai-zhou,san-men,20151231,12,152.6
zhe-jiang,tai-zhou,lin-hai,20150201,1,37.2
zhe-jiang,tai-zhou,lin-hai,20150301,2,49.2
zhe-jiang,tai-zhou,lin-hai,20150401,3,85.5
zhe-jiang,tai-zhou,lin-hai,20150501,4,56.9
zhe-jiang,tai-zhou,lin-hai,20150601,5,198.4
zhe-jiang,tai-zhou,lin-hai,20150701,6,136.3
zhe-jiang,tai-zhou,lin-hai,20150801,7,228
zhe-jiang,tai-zhou,lin-hai,20150901,8,410.3
zhe-jiang,tai-zhou,lin-hai,20151001,9,118.9
zhe-jiang,tai-zhou,lin-hai,20151101,10,61.1
zhe-jiang,tai-zhou,lin-hai,20151201,11,148.6
zhe-jiang,tai-zhou,lin-hai,20151231,12,152.4
zhe-jiang,tai-zhou,xian-ju,20150201,1,31.7
zhe-jiang,tai-zhou,xian-ju,20150301,2,68.4
zhe-jiang,tai-zhou,xian-ju,20150401,3,88.9
zhe-jiang,tai-zhou,xian-ju,20150501,4,56.2
zhe-jiang,tai-zhou,xian-ju,20150601,5,171.6
zhe-jiang,tai-zhou,xian-ju,20150701,6,164.6
zhe-jiang,tai-zhou,xian-ju,20150801,7,287.3
zhe-jiang,tai-zhou,xian-ju,20150901,8,291.1
zhe-jiang,tai-zhou,xian-ju,20151001,9,103.6
zhe-jiang,tai-zhou,xian-ju,20151101,10,85.9
zhe-jiang,tai-zhou,xian-ju,20151201,11,151.1
zhe-jiang,tai-zhou,xian-ju,20151231,12,156.2
zhe-jiang,tai-zhou,tai-zhou,20150201,1,64.6
zhe-jiang,tai-zhou,tai-zhou,20150301,2,50
zhe-jiang,tai-zhou,tai-zhou,20150401,3,90.9
zhe-jiang,tai-zhou,tai-zhou,20150501,4,30.6
zhe-jiang,tai-zhou,tai-zhou,20150601,5,167.1
zhe-jiang,tai-zhou,tai-zhou,20150701,6,101.6
zhe-jiang,tai-zhou,tai-zhou,20150801,7,241.7
zhe-jiang,tai-zhou,tai-zhou,20150901,8,179.4
zhe-jiang,tai-zhou,tai-zhou,20151001,9,110.9
zhe-jiang,tai-zhou,tai-zhou,20151101,10,46.1
zhe-jiang,tai-zhou,tai-zhou,20151201,11,118.2
zhe-jiang,tai-zhou,tai-zhou,20151231,12,181.2
zhe-jiang,tai-zhou,tian-tai,20150201,1,33.7
zhe-jiang,tai-zhou,tian-tai,20150301,2,79.1
zhe-jiang,tai-zhou,tian-tai,20150401,3,75.8
zhe-jiang,tai-zhou,tian-tai,20150501,4,66.8
zhe-jiang,tai-zhou,tian-tai,20150601,5,173.6
zhe-jiang,tai-zhou,tian-tai,20150701,6,207
zhe-jiang,tai-zhou,tian-tai,20150801,7,219.9
zhe-jiang,tai-zhou,tian-tai,20150901,8,358.2
zhe-jiang,tai-zhou,tian-tai,20151001,9,180.1
zhe-jiang,tai-zhou,tian-tai,20151101,10,50.1
zhe-jiang,tai-zhou,tian-tai,20151201,11,223.2
zhe-jiang,tai-zhou,tian-tai,20151231,12,121.5
zhe-jiang,tai-zhou,jiao-jiang,20150201,1,37.2
zhe-jiang,tai-zhou,jiao-jiang,20150301,2,49.2
zhe-jiang,tai-zhou,jiao-jiang,20150401,3,85.5
zhe-jiang,tai-zhou,jiao-jiang,20150501,4,56.9
zhe-jiang,tai-zhou,jiao-jiang,20150601,5,198.4
zhe-jiang,tai-zhou,jiao-jiang,20150701,6,136.3
zhe-jiang,tai-zhou,jiao-jiang,20150801,7,228
zhe-jiang,tai-zhou,jiao-jiang,20150901,8,410.3
zhe-jiang,tai-zhou,jiao-jiang,20151001,9,118.9
zhe-jiang,tai-zhou,jiao-jiang,20151101,10,61.1
zhe-jiang,tai-zhou,jiao-jiang,20151201,11,148.6
zhe-jiang,tai-zhou,jiao-jiang,20151231,12,152.4
zhe-jiang,tai-zhou,hong-jia,20150201,1,64.6
zhe-jiang,tai-zhou,hong-jia,20150301,2,50
zhe-jiang,tai-zhou,hong-jia,20150401,3,90.9
zhe-jiang,tai-zhou,hong-jia,20150501,4,30.6
zhe-jiang,tai-zhou,hong-jia,20150601,5,167.1
zhe-jiang,tai-zhou,hong-jia,20150701,6,101.6
zhe-jiang,tai-zhou,hong-jia,20150801,7,241.7
zhe-jiang,tai-zhou,hong-jia,20150901,8,179.4
zhe-jiang,tai-zhou,hong-jia,20151001,9,110.9
zhe-jiang,tai-zhou,hong-jia,20151101,10,46.1
zhe-jiang,tai-zhou,hong-jia,20151201,11,118.2
zhe-jiang,tai-zhou,hong-jia,20151231,12,181.2
zhe-jiang,tai-zhou,wen-ling,20150201,1,83.1
zhe-jiang,tai-zhou,wen-ling,20150301,2,66.6
zhe-jiang,tai-zhou,wen-ling,20150401,3,92.5
zhe-jiang,tai-zhou,wen-ling,20150501,4,44.8
zhe-jiang,tai-zhou,wen-ling,20150601,5,150
zhe-jiang,tai-zhou,wen-ling,20150701,6,67.1
zhe-jiang,tai-zhou,wen-ling,20150801,7,297
zhe-jiang,tai-zhou,wen-ling,20150901,8,247.1
zhe-jiang,tai-zhou,wen-ling,20151001,9,132.7
zhe-jiang,tai-zhou,wen-ling,20151101,10,38.8
zhe-jiang,tai-zhou,wen-ling,20151201,11,147.6
zhe-jiang,tai-zhou,wen-ling,20151231,12,214.5
zhe-jiang,tai-zhou,yu-huan,20150201,1,32.5
zhe-jiang,tai-zhou,yu-huan,20150301,2,49.5
zhe-jiang,tai-zhou,yu-huan,20150401,3,92.3
zhe-jiang,tai-zhou,yu-huan,20150501,4,36.1
zhe-jiang,tai-zhou,yu-huan,20150601,5,125.3
zhe-jiang,tai-zhou,yu-huan,20150701,6,66.4
zhe-jiang,tai-zhou,yu-huan,20150801,7,160.9
zhe-jiang,tai-zhou,yu-huan,20150901,8,191
zhe-jiang,tai-zhou,yu-huan,20151001,9,76.9
zhe-jiang,tai-zhou,yu-huan,20151101,10,36.3
zhe-jiang,tai-zhou,yu-huan,20151201,11,79.4
zhe-jiang,tai-zhou,yu-huan,20151231,12,186
zhe-jiang,tai-zhou,lu-qiao,20150201,1,83.1
zhe-jiang,tai-zhou,lu-qiao,20150301,2,66.6
zhe-jiang,tai-zhou,lu-qiao,20150401,3,92.5
zhe-jiang,tai-zhou,lu-qiao,20150501,4,44.8
zhe-jiang,tai-zhou,lu-qiao,20150601,5,150
zhe-jiang,tai-zhou,lu-qiao,20150701,6,67.1
zhe-jiang,tai-zhou,lu-qiao,20150801,7,297
zhe-jiang,tai-zhou,lu-qiao,20150901,8,247.1
zhe-jiang,tai-zhou,lu-qiao,20151001,9,132.7
zhe-jiang,tai-zhou,lu-qiao,20151101,10,38.8
zhe-jiang,tai-zhou,lu-qiao,20151201,11,147.6
zhe-jiang,tai-zhou,lu-qiao,20151231,12,214.5
zhe-jiang,tai-zhou,huang-yan,20150201,1,37.2
zhe-jiang,tai-zhou,huang-yan,20150301,2,49.2
zhe-jiang,tai-zhou,huang-yan,20150401,3,85.5
zhe-jiang,tai-zhou,huang-yan,20150501,4,56.9
zhe-jiang,tai-zhou,huang-yan,20150601,5,198.4
zhe-jiang,tai-zhou,huang-yan,20150701,6,136.3
zhe-jiang,tai-zhou,huang-yan,20150801,7,228
zhe-jiang,tai-zhou,huang-yan,20150901,8,410.3
zhe-jiang,tai-zhou,huang-yan,20151001,9,118.9
zhe-jiang,tai-zhou,huang-yan,20151101,10,61.1
zhe-jiang,tai-zhou,huang-yan,20151201,11,148.6
zhe-jiang,tai-zhou,huang-yan,20151231,12,152.4
zhe-jiang,jia-xing,jia-xing,20150201,1,64.7
zhe-jiang,jia-xing,jia-xing,20150301,2,112.2
zhe-jiang,jia-xing,jia-xing,20150401,3,148.6
zhe-jiang,jia-xing,jia-xing,20150501,4,117.3
zhe-jiang,jia-xing,jia-xing,20150601,5,87.9
zhe-jiang,jia-xing,jia-xing,20150701,6,161.9
zhe-jiang,jia-xing,jia-xing,20150801,7,166.7
zhe-jiang,jia-xing,jia-xing,20150901,8,186.5
zhe-jiang,jia-xing,jia-xing,20151001,9,164.8
zhe-jiang,jia-xing,jia-xing,20151101,10,96.3
zhe-jiang,jia-xing,jia-xing,20151201,11,163.1
zhe-jiang,jia-xing,jia-xing,20151231,12,76.5
zhe-jiang,jia-xing,jia-shan,20150201,1,57.4
zhe-jiang,jia-xing,jia-shan,20150301,2,104.8
zhe-jiang,jia-xing,jia-shan,20150401,3,149.8
zhe-jiang,jia-xing,jia-shan,20150501,4,105.6
zhe-jiang,jia-xing,jia-shan,20150601,5,103
zhe-jiang,jia-xing,jia-shan,20150701,6,171.5
zhe-jiang,jia-xing,jia-shan,20150801,7,146.6
zhe-jiang,jia-xing,jia-shan,20150901,8,136
zhe-jiang,jia-xing,jia-shan,20151001,9,150.3
zhe-jiang,jia-xing,jia-shan,20151101,10,104.9
zhe-jiang,jia-xing,jia-shan,20151201,11,136.9
zhe-jiang,jia-xing,jia-shan,20151231,12,76.8
zhe-jiang,jia-xing,ping-hu,20150201,1,61
zhe-jiang,jia-xing,ping-hu,20150301,2,122.9
zhe-jiang,jia-xing,ping-hu,20150401,3,124.2
zhe-jiang,jia-xing,ping-hu,20150501,4,164
zhe-jiang,jia-xing,ping-hu,20150601,5,104.8
zhe-jiang,jia-xing,ping-hu,20150701,6,142.3
zhe-jiang,jia-xing,ping-hu,20150801,7,197.6
zhe-jiang,jia-xing,ping-hu,20150901,8,266.1
zhe-jiang,jia-xing,ping-hu,20151001,9,164.1
zhe-jiang,jia-xing,ping-hu,20151101,10,88.5
zhe-jiang,jia-xing,ping-hu,20151201,11,159.6
zhe-jiang,jia-xing,ping-hu,20151231,12,79
zhe-jiang,jia-xing,tong-xiang,20150201,1,58.2
zhe-jiang,jia-xing,tong-xiang,20150301,2,133.1
zhe-jiang,jia-xing,tong-xiang,20150401,3,136.6
zhe-jiang,jia-xing,tong-xiang,20150501,4,127.9
zhe-jiang,jia-xing,tong-xiang,20150601,5,96.8
zhe-jiang,jia-xing,tong-xiang,20150701,6,174.8
zhe-jiang,jia-xing,tong-xiang,20150801,7,158.2
zhe-jiang,jia-xing,tong-xiang,20150901,8,232.3
zhe-jiang,jia-xing,tong-xiang,20151001,9,109.8
zhe-jiang,jia-xing,tong-xiang,20151101,10,101.2
zhe-jiang,jia-xing,tong-xiang,20151201,11,165.5
zhe-jiang,jia-xing,tong-xiang,20151231,12,82.4
zhe-jiang,jia-xing,hai-ning,20150201,1,69.7
zhe-jiang,jia-xing,hai-ning,20150301,2,131.2
zhe-jiang,jia-xing,hai-ning,20150401,3,136.8
zhe-jiang,jia-xing,hai-ning,20150501,4,152.5
zhe-jiang,jia-xing,hai-ning,20150601,5,131.4
zhe-jiang,jia-xing,hai-ning,20150701,6,187.6
zhe-jiang,jia-xing,hai-ning,20150801,7,204.1
zhe-jiang,jia-xing,hai-ning,20150901,8,250.2
zhe-jiang,jia-xing,hai-ning,20151001,9,159.7
zhe-jiang,jia-xing,hai-ning,20151101,10,84.8
zhe-jiang,jia-xing,hai-ning,20151201,11,190.6
zhe-jiang,jia-xing,hai-ning,20151231,12,79.9
zhe-jiang,jia-xing,hai-yan,20150201,1,64.8
zhe-jiang,jia-xing,hai-yan,20150301,2,124.5
zhe-jiang,jia-xing,hai-yan,20150401,3,124.2
zhe-jiang,jia-xing,hai-yan,20150501,4,183.8
zhe-jiang,jia-xing,hai-yan,20150601,5,105.6
zhe-jiang,jia-xing,hai-yan,20150701,6,198.8
zhe-jiang,jia-xing,hai-yan,20150801,7,206.2
zhe-jiang,jia-xing,hai-yan,20150901,8,205.9
zhe-jiang,jia-xing,hai-yan,20151001,9,209.2
zhe-jiang,jia-xing,hai-yan,20151101,10,93.8
zhe-jiang,jia-xing,hai-yan,20151201,11,188.1
zhe-jiang,jia-xing,hai-yan,20151231,12,81
zhe-jiang,ning-bo,yu-yao,20150201,1,71.5
zhe-jiang,ning-bo,yu-yao,20150301,2,102.9
zhe-jiang,ning-bo,yu-yao,20150401,3,136.1
zhe-jiang,ning-bo,yu-yao,20150501,4,93.8
zhe-jiang,ning-bo,yu-yao,20150601,5,123.7
zhe-jiang,ning-bo,yu-yao,20150701,6,140.8
zhe-jiang,ning-bo,yu-yao,20150801,7,453.9
zhe-jiang,ning-bo,yu-yao,20150901,8,141.2
zhe-jiang,ning-bo,yu-yao,20151001,9,300.1
zhe-jiang,ning-bo,yu-yao,20151101,10,53.7
zhe-jiang,ning-bo,yu-yao,20151201,11,263
zhe-jiang,ning-bo,yu-yao,20151231,12,116.4
zhe-jiang,ning-bo,bei-lun,20150201,1,81.2
zhe-jiang,ning-bo,bei-lun,20150301,2,85.6
zhe-jiang,ning-bo,bei-lun,20150401,3,103.4
zhe-jiang,ning-bo,bei-lun,20150501,4,79.9
zhe-jiang,ning-bo,bei-lun,20150601,5,78.7
zhe-jiang,ning-bo,bei-lun,20150701,6,156.5
zhe-jiang,ning-bo,bei-lun,20150801,7,403.2
zhe-jiang,ning-bo,bei-lun,20150901,8,205.8
zhe-jiang,ning-bo,bei-lun,20151001,9,260.8
zhe-jiang,ning-bo,bei-lun,20151101,10,71.8
zhe-jiang,ning-bo,bei-lun,20151201,11,288.8
zhe-jiang,ning-bo,bei-lun,20151231,12,110.4
zhe-jiang,ning-bo,feng-hua,20150201,1,44.5
zhe-jiang,ning-bo,feng-hua,20150301,2,100.6
zhe-jiang,ning-bo,feng-hua,20150401,3,100.5
zhe-jiang,ning-bo,feng-hua,20150501,4,85.1
zhe-jiang,ning-bo,feng-hua,20150601,5,121.3
zhe-jiang,ning-bo,feng-hua,20150701,6,204.9
zhe-jiang,ning-bo,feng-hua,20150801,7,426.4
zhe-jiang,ning-bo,feng-hua,20150901,8,315.2
zhe-jiang,ning-bo,feng-hua,20151001,9,353.6
zhe-jiang,ning-bo,feng-hua,20151101,10,38.2
zhe-jiang,ning-bo,feng-hua,20151201,11,248.6
zhe-jiang,ning-bo,feng-hua,20151231,12,96.2
zhe-jiang,ning-bo,ning-bo,20150201,1,50.1
zhe-jiang,ning-bo,ning-bo,20150301,2,103
zhe-jiang,ning-bo,ning-bo,20150401,3,111.3
zhe-jiang,ning-bo,ning-bo,20150501,4,90.1
zhe-jiang,ning-bo,ning-bo,20150601,5,115.9
zhe-jiang,ning-bo,ning-bo,20150701,6,158.9
zhe-jiang,ning-bo,ning-bo,20150801,7,504.3
zhe-jiang,ning-bo,ning-bo,20150901,8,274.1
zhe-jiang,ning-bo,ning-bo,20151001,9,315.9
zhe-jiang,ning-bo,ning-bo,20151101,10,57
zhe-jiang,ning-bo,ning-bo,20151201,11,267.2
zhe-jiang,ning-bo,ning-bo,20151231,12,100.6
zhe-jiang,ning-bo,ning-hai,20150201,1,37.8
zhe-jiang,ning-bo,ning-hai,20150301,2,92.8
zhe-jiang,ning-bo,ning-hai,20150401,3,89.4
zhe-jiang,ning-bo,ning-hai,20150501,4,46.4
zhe-jiang,ning-bo,ning-hai,20150601,5,114.6
zhe-jiang,ning-bo,ning-hai,20150701,6,205.7
zhe-jiang,ning-bo,ning-hai,20150801,7,421.8
zhe-jiang,ning-bo,ning-hai,20150901,8,192.9
zhe-jiang,ning-bo,ning-hai,20151001,9,239
zhe-jiang,ning-bo,ning-hai,20151101,10,48.3
zhe-jiang,ning-bo,ning-hai,20151201,11,218
zhe-jiang,ning-bo,ning-hai,20151231,12,143.1
zhe-jiang,ning-bo,ci-xi,20150201,1,71.5
zhe-jiang,ning-bo,ci-xi,20150301,2,101.9
zhe-jiang,ning-bo,ci-xi,20150401,3,118.2
zhe-jiang,ning-bo,ci-xi,20150501,4,113.6
zhe-jiang,ning-bo,ci-xi,20150601,5,105.1
zhe-jiang,ning-bo,ci-xi,20150701,6,133.2
zhe-jiang,ning-bo,ci-xi,20150801,7,361.2
zhe-jiang,ning-bo,ci-xi,20150901,8,232.4
zhe-jiang,ning-bo,ci-xi,20151001,9,227.6
zhe-jiang,ning-bo,ci-xi,20151101,10,70.8
zhe-jiang,ning-bo,ci-xi,20151201,11,221.4
zhe-jiang,ning-bo,ci-xi,20151231,12,101.3
zhe-jiang,ning-bo,xiang-shan,20150201,1,60.5
zhe-jiang,ning-bo,xiang-shan,20150301,2,91.6
zhe-jiang,ning-bo,xiang-shan,20150401,3,112.3
zhe-jiang,ning-bo,xiang-shan,20150501,4,56.8
zhe-jiang,ning-bo,xiang-shan,20150601,5,121.4
zhe-jiang,ning-bo,xiang-shan,20150701,6,138.5
zhe-jiang,ning-bo,xiang-shan,20150801,7,506.4
zhe-jiang,ning-bo,xiang-shan,20150901,8,226.8
zhe-jiang,ning-bo,xiang-shan,20151001,9,178.9
zhe-jiang,ning-bo,xiang-shan,20151101,10,34.6
zhe-jiang,ning-bo,xiang-shan,20151201,11,196.1
zhe-jiang,ning-bo,xiang-shan,20151231,12,152.8
zhe-jiang,ning-bo,yin-zhou,20150201,1,50.1
zhe-jiang,ning-bo,yin-zhou,20150301,2,103
zhe-jiang,ning-bo,yin-zhou,20150401,3,111.3
zhe-jiang,ning-bo,yin-zhou,20150501,4,90.1
zhe-jiang,ning-bo,yin-zhou,20150601,5,115.9
zhe-jiang,ning-bo,yin-zhou,20150701,6,158.9
zhe-jiang,ning-bo,yin-zhou,20150801,7,504.3
zhe-jiang,ning-bo,yin-zhou,20150901,8,274.1
zhe-jiang,ning-bo,yin-zhou,20151001,9,315.9
zhe-jiang,ning-bo,yin-zhou,20151101,10,57
zhe-jiang,ning-bo,yin-zhou,20151201,11,267.2
zhe-jiang,ning-bo,yin-zhou,20151231,12,100.6
zhe-jiang,ning-bo,zhen-hai,20150201,1,81.2
zhe-jiang,ning-bo,zhen-hai,20150301,2,85.6
zhe-jiang,ning-bo,zhen-hai,20150401,3,103.4
zhe-jiang,ning-bo,zhen-hai,20150501,4,79.9
zhe-jiang,ning-bo,zhen-hai,20150601,5,78.7
zhe-jiang,ning-bo,zhen-hai,20150701,6,156.5
zhe-jiang,ning-bo,zhen-hai,20150801,7,403.2
zhe-jiang,ning-bo,zhen-hai,20150901,8,205.8
zhe-jiang,ning-bo,zhen-hai,20151001,9,260.8
zhe-jiang,ning-bo,zhen-hai,20151101,10,71.8
zhe-jiang,ning-bo,zhen-hai,20151201,11,288.8
zhe-jiang,ning-bo,zhen-hai,20151231,12,110.4
zhe-jiang,hang-zhou,lin-an,20150201,1,62.7
zhe-jiang,hang-zhou,lin-an,20150301,2,164.8
zhe-jiang,hang-zhou,lin-an,20150401,3,149.3
zhe-jiang,hang-zhou,lin-an,20150501,4,168.3
zhe-jiang,hang-zhou,lin-an,20150601,5,121.2
zhe-jiang,hang-zhou,lin-an,20150701,6,264.9
zhe-jiang,hang-zhou,lin-an,20150801,7,352.8
zhe-jiang,hang-zhou,lin-an,20150901,8,226.4
zhe-jiang,hang-zhou,lin-an,20151001,9,92
zhe-jiang,hang-zhou,lin-an,20151101,10,49.6
zhe-jiang,hang-zhou,lin-an,20151201,11,185.1
zhe-jiang,hang-zhou,lin-an,20151231,12,93.6
zhe-jiang,hang-zhou,yu-hang,20150201,1,76.7
zhe-jiang,hang-zhou,yu-hang,20150301,2,133.7
zhe-jiang,hang-zhou,yu-hang,20150401,3,134.2
zhe-jiang,hang-zhou,yu-hang,20150501,4,181.7
zhe-jiang,hang-zhou,yu-hang,20150601,5,98
zhe-jiang,hang-zhou,yu-hang,20150701,6,256.7
zhe-jiang,hang-zhou,yu-hang,20150801,7,281.7
zhe-jiang,hang-zhou,yu-hang,20150901,8,207.9
zhe-jiang,hang-zhou,yu-hang,20151001,9,100.7
zhe-jiang,hang-zhou,yu-hang,20151101,10,49.2
zhe-jiang,hang-zhou,yu-hang,20151201,11,221.3
zhe-jiang,hang-zhou,yu-hang,20151231,12,99.3
zhe-jiang,hang-zhou,fu-yang,20150201,1,64.4
zhe-jiang,hang-zhou,fu-yang,20150301,2,151.7
zhe-jiang,hang-zhou,fu-yang,20150401,3,123.4
zhe-jiang,hang-zhou,fu-yang,20150501,4,190.2
zhe-jiang,hang-zhou,fu-yang,20150601,5,126.4
zhe-jiang,hang-zhou,fu-yang,20150701,6,269.3
zhe-jiang,hang-zhou,fu-yang,20150801,7,395.7
zhe-jiang,hang-zhou,fu-yang,20150901,8,171.4
zhe-jiang,hang-zhou,fu-yang,20151001,9,104.4
zhe-jiang,hang-zhou,fu-yang,20151101,10,43.7
zhe-jiang,hang-zhou,fu-yang,20151201,11,218.3
zhe-jiang,hang-zhou,fu-yang,20151231,12,104.6
zhe-jiang,hang-zhou,jian-de,20150201,1,47.3
